author,url,text,section,title,sub_title,date,_id
247 -,https://www.brasil247.com/pt/247/mundo/388989/Em-v%C3%ADdeo-Neymar-Jr-e-Gabriel-Medina-aceitam-convite-de-'Bibi'-para-visitar-Israel.htm," Em vídeo gravado em Israel e divulgado na tarde desta terça-feira (2) pelo presidente Jair Bolsonaro, o primeiro-ministro israelense Benjamin Netanyahu convida os atletas brasileiros Neymar Jr. e Gabriel Medina para visitarem seu país. Os dois, também em vídeo e lendo o mesmo texto, agradecem o convite de ""Bibi"", como o chamaram, e dizem que irão.
O vídeo começa com Jair Bolsonaro dizendo ""Alô, Neymar, alô, Medina, diretamente de Israel, aquele abraço e boa sorte para vocês. O Brasil é nosso"".
Na sequência, Netanyahu, em plena campanha eleitoral, diz que vai ""repetir"" o que Bolsonaro falou, mas diz outra coisa: ""Por favor, venha para Israel. Vocês dois estão convidados, tragam todo mundo com vocês"".
Neymar responde em inglês: ""Olá, Bibi e Bolsonaro, obrigado por nos convidar. Israel, nós iremos."" Medina diz praticamente o mesmo: ""Olá Bibi e Bolsonaro, obrigado por nos convidar para ir a Israel. E Israel, nós iremos"".
Assista:
- Netanyahu, Bolsonaro, Neymar e Medina pelo Sucesso de Brasil e Israel. 
pic.twitter.com/ixoyspZEyI",mundo,"
        Em vídeo, Neymar Jr. e Gabriel Medina aceitam convite de 'Bibi' para visitar Israel
          ","Em vídeo gravado em Israel e divulgado na tarde desta terça-feira (2) pelo presidente Jair Bolsonaro, o primeiro-ministro israelense Benjamin Netanyahu convida os atletas brasileiros Neymar Jr. e Gabriel Medina para visitarem seu país; os dois, também em vídeo e lendo o mesmo texto, agradecem o convite de ""Bibi"", como o chamaram, e dizem que irão; assista","2 de Abril de 2019 às 16:54
            ",
Ansa -,https://www.brasil247.com/pt/247/mundo/389038/Constituinte-venezuelana-revoga-imunidade-parlamentar-de-Guaid%C3%B3.htm," A Assembleia Nacional Constituinte (ANC) da Venezuela aprovou na noite desta terça-feira (2) a revogação da imunidade parlamentar do presidente da Assembleia Nacional, Juan Guaidó.
A decisão havia sido pedida pelo Tribunal Supremo de Justiça (TSJ), que acusa Guaidó de violar uma determinação judicial que o impedia de sair do país - Guaidó cruzou clandestinamente a fronteira com a Colômbia e fez um giro pela América do Sul em fevereiro passado.
O presidente da ANC, Diosdado Cabello, disse que está ""autorizada formalmente"" a continuação do processo contra Guaidó, que se autoproclamou presidente interino da Venezuela e tem sua legitimidade reconhecida por mais de 50 países, incluindo Brasil e Estados Unidos.
""Que nossa Justiça, de acordo com a Constituição e a lei, se encarregue de aplicar os mecanismos previstos nos diferentes códigos de processos penais"", declarou Cabello. Segundo o presidente da ANC, Guaidó ""é um nada"".",mundo,"
        Constituinte venezuelana revoga imunidade parlamentar de Guaidó
          ","A Assembleia Nacional Constituinte (ANC) da Venezuela aprovou na noite desta terça-feira (2) a revogação da imunidade parlamentar do presidente da Assembleia Nacional, Juan Guaidó","3 de Abril de 2019 às 08:27
            ",
247 -,https://www.brasil247.com/pt/247/poder/388702/Em-manifesto-seis-partidos-da-oposi%C3%A7%C3%A3o-condenam-celebra%C3%A7%C3%A3o-da-ditadura.htm," Um manifesto assinado por dirigentes de seis partidos de oposição ao governo de Jair Bolsonaro, divulgado neste sábado, 30, criticou as comemorações dos 55 anos do golpe militar de 1964, promovido por Bolsonaro. 
""Os partidos políticos abaixo signatários manifestam sua perplexidade com a desfaçatez com que o Presidente da República, Jair Bolsonaro, adota como chefe de Estado, ao arrepio da Constituição e da Lei, o discurso de louvação desse regime de exceção que marcou sua atuação como parlamentar e candidato. Repudiam a convocação pelo Presidente da República de atos de desagravo ao regime militar e aos piores algozes da democracia produzidos naquele período"", diz o documento, assinado por Gleisi Hoffmann (PT); Luciana Santos (PCdoB); Carlos Lupi (PDT); Carlos Siqueira (PSB); Juliano Medeiros (PSOL) e Edmilson Costa (PCB)
Os dirigentes partidários dizem não aceitar que ""qualquer instituição da República"" promova o revisionismo histórico e negligencie a verdade dos fatos relacionados à ditadura militar. ""Se associam aos atos convocados em todo o país pela democracia, pelo Estado Democrático de Direito, pelos Direitos Humanos e pelo Direito à Memória, à Verdade e a Justiça. Se irmanam às vítimas da ditadura, suas famílias e entidades representativas, na denúncia de seu sofrimento e na sua luta por reparação"", afirmam. 
Neste sábado, a Advocacia-Geral da União (AGU) informou que a desembargadora Maria do Carmo Cardoso, do Tribunal Regional Federal da 1ª Região (TRF1), derrubou a decisão da primeira instância que proibiu as comemorações do aniversário de 55 anos do golpe de 1964 (
leia mais
).
Leia, abaixo, o manifesto na íntegra:
Um dia, 21 anos de Ditadura Militar
No dia 1º. de abril de 1964, tropas amotinadas do Exército Brasileiro depõem o presidente constitucional e democraticamente eleito do Brasil, João Goulart. O cargo presidencial foi declarado vago pelo Congresso Nacional ainda em presença do legítimo presidente em território Nacional.
Iniciava-se um regime autoritário que suprimiu liberdades e direitos civis e políticos, massacrou a oposição, perseguiu, sequestrou, torturou, matou e desapareceu com os corpos de militantes da resistência democrática.
Tal como hoje em que as liberdades democráticas estão sob ataque, o golpe militar contou com apoio da coalizão de todos os setores conservadores e reacionários do país.
Soube-se, anos depois, do papel absolutamente decisivo do imperialismo estadunidense, de lideranças políticas, empresariais, midiáticas e eclesiásticas que concorreram para que os setores militares que tomaram a frente do novo regime chegassem a essa intervenção militar que durou mais de 21 anos de autoritarismo.
Os partidos políticos abaixo signatários manifestam sua perplexidade com a desfaçatez com que o Presidente da República, Jair Bolsonaro, adota como chefe de Estado, ao arrepio da Constituição e da Lei, o discurso de louvação desse regime de exceção que marcou sua atuação como parlamentar e candidato. Repudiam a convocação pelo Presidente da República de atos de desagravo ao regime militar e aos piores algozes da democracia produzidos naquele período.
Não aceitam que qualquer instituição da República promovam o revisionismo histórico e negligenciem a verdade dos fatos que a sociedade brasileira pacientemente veio construindo nos anos de democracia que se sucederam ao regime de exceção, cujo ápice se encontra no relatório da Comissão Nacional da Verdade que concluiu seus trabalhos em 2014.
Assim, os partidos políticos que se expressam nessa nota apoiam os questionamentos formais feitos desses atos do novo Governo pelo Ministério Público Federal, no âmbito do Congresso Nacional e pela sociedade civil brasileira. Se associam aos atos convocados em todo o país pela democracia, pelo Estado Democrático de Direito, pelos Direitos Humanos e pelo Direito à Memória, à Verdade e a Justiça. Se irmanam às vítimas da ditadura, suas famílias e entidades representativas, na denúncia de seu sofrimento e na sua luta por reparação.
E reafirmam seu compromisso de continuar lutando contra os retrocessos sociais, econômicos e culturais que vêm sendo impostos ao povo brasileiro e à soberania da Nação por este novo Governo, cujas condições de governar vão desabando perante a população por desatinos e provocações como as que se anunciam para o 31 de março e o 1º. de abril de 2019.
Memória, Verdade, Justiça!
Ditadura Nunca Mais
Democracia Já
Brasília, 30 de março de 2019.
Gleisi Hoffmann
, presidenta nacional do PT
Luciana Santos
, presidenta nacional do PCdoB
Carlos Luppi
, presidente nacional do PDT
Carlos Siqueira
, presidente nacional do PSB
Edmilson Costa
, secretário-Geral nacional do PCB
Juliano Medeiros
, presidente nacional do PSOL
 ",poder,"
        Em manifesto, seis partidos da oposição condenam celebração da ditadura
          ","Um manifesto assinado por seis partidos de oposição critica a ""desfaçatez"" do presidente Jair Bolsonaro de celebrar os 55 anos do golpe militar de 1964; no texto, dirigentes do PT, PCdoB, PDT, PSB, PSOL e PCB dizem que não aceitam que qualquer instituição da República ""promova o revisionismo histórico e negligencie a verdade dos fatos""; ""Se irmanam às vítimas da ditadura, suas famílias e entidades representativas, na denúncia de seu sofrimento e na sua luta por reparação""; neste sábado, o TRF-1 liberou as comemorações da ditadura","30 de Março de 2019 às 18:09
            ",
247 - ,https://www.brasil247.com/pt/247/poder/388580/Ap%C3%B3s-reuni%C3%A3o-com-Bolsonaro-V%C3%A9lez-ganha-sobrevida-no-MEC.htm,"Após uma reunião de mais de uma hora no palácio do Planalto, o ministro da Educação, Riccardo Vélez Rodriguez, deverá permanecer no cargo, pelo menos até a próxima quinta-feira, quando o presidente Jair Bolsonaro retorna da viagem de Israel, segundo o Broadcast do jornal 
O Estado de S. Paulo
.
A especulação era que Vélez poderia ser demitido ainda nesta sexta-feira (29) em função da crise vivenciada pelo MEC, marcada por exonerações em série, recuos em decisões e pela disputa interna de seguidores do astrólogo Olavo de Carvalho, guru ideológico do clã Bolsonaro.
Nesta sexta-feira, Bolsonaro nomeou o tenente-brigadeiro Ricardo Vieira Machado para o cargo de secretário executivo do ministério, segundo posto na hierarquia do MEC, o que representa uma espécie de intervenção na pasta. (leia no 
Brasil 247
).
 ",poder,"
        Após reunião com Bolsonaro, Vélez ganha sobrevida no MEC
          ","Após uma reunião de mais de uma hora no palácio do Planalto, o ministro da Educação, Riccardo Vélez Rodriguez, deverá permanecer no cargo, pelo menos até a próxima quinta-feira, quando o presidente Jair Bolsonaro retorna da viagem de Israel; Nesta sexta-feira, Bolsonaro nomeou o tenente-brigadeiro Ricardo Vieira Machado para o cargo de secretário executivo do ministério, segundo posto na hierarquia do MEC, o que representa uma espécie de intervenção na pasta","29 de Março de 2019 às 14:22
            ",
247,https://www.brasil247.com/pt/247/poder/388729/De-K%C3%A1tia-Abreu-para-Ernesto-Ara%C3%BAjo-n%C3%A3o-somos-obrigados-a-ouvir-sandices.htm," - A senadora Kátia Abreu (PDT-TO) criticou o ministro das Relações Exteriores, Ernesto Araujo, para quem o nazismo foi um movimento de esquerda.
""O senhor deveria respeitar o povo brasileiro. Não somos obrigados a ouvir suas sandices. Você afronta nossa inteligência"", afirmou a parlamentar no Twitter.
""Faça me o favor. Estamos tentando ajudar o Brasil independente de partido ou interesses pessoais mas tem ministros que não ajudam em nada. Affffff. Tá duro aguentar tanta maluquice . Muita gente sofrendo no país"", disse.
'Ligação com nazismo deixa esquerda apavorada', diz Ernesto Araújo - 30/03/2019 - Mundo - Folha. O SENHOR DEVERIA RESPEITAR O POVO BRASILEIRO. Não somos obrigados a ouvir suas sandices. Vc afronta nossa inteligência. 
https://t.co/FaJbbit2yB
Faça me o favor. Estamos tentando ajudar o Brasil independente de partido ou interesses pessoais mas tem ministros que não ajudam em nada. Affffff. Tá duro aguentar tanta maluquice . Muita gente sofrendo no país.",poder,"
        De Kátia Abreu para Ernesto Araújo: não somos obrigados a ouvir sandices
          ","A senadora Kátia Abreu (PDT-TO) criticou o ministro das Relações Exteriores, Ernesto Araujo, para quem o nazismo foi um movimento de esquerda; ""O senhor deveria respeitar o povo brasileiro. Não somos obrigados a ouvir suas sandices. Você afronta nossa inteligência"", afirmou","31 de Março de 2019 às 09:08
            ",
Reuters -,https://www.brasil247.com/pt/247/mundo/389051/Ministro-brit%C3%A2nico-renuncia-dizendo-ter-medo-de-um--Brexit-'preparado-por-um-marxista'.htm," O parlamentar conservador britânico Nigel Adams disse nesta quarta-feira que renunciará ao cargo de ministro do País de Gales após a premiê britânica, Theresa May, oferecer a possibilidade de negociações com o líder de esquerda, trabalhista e de oposição, Jeremy Corbyn, para resolver o impasse do Brexit.
""Agora parece que você e seu governo decidiram que um acordo - preparado com um marxista que nunca em sua vida política colocou os interesses britânicos em primeiro lugar - é melhor do que a ausência de um acordo"", disse Adams.
Adams, que é ministro desde 2017 e também foi angariador de votos para o governo, disse em uma carta a May que se voltar a Corbyn em busca de ajuda é ""um grave erro"" e levaria o Reino Unido a uma união alfandegária com a União Europeia.",mundo,"
        Ministro britânico renuncia dizendo ter medo de um  Brexit 'preparado por um marxista'
          ","O parlamentar conservador Nigel Adams disse nesta quarta-feira que renunciará ao cargo de ministro do País de Gales após a premiê britânica, Theresa May, oferecer a possibilidade de negociações com o líder de esquerda, trabalhista e de oposição, Jeremy Corbyn, para resolver o impasse do Brexit","3 de Abril de 2019 às 09:34
            ",
247 -,https://www.brasil247.com/pt/247/poder/388777/PT-anuncia-medidas-legais-contra-Bolsonaro-por-v%C3%ADdeo-que-celebra-Ditadura.htm," O presidente Jair Bolsonaro deverá enfrentar medidas legais pelo fato do Palácio do Planalto ter divulgado pelo WhatsApp um 
vídeo em que exalta o Golpe Militar
 de 1964, que completa 55 anos neste domingo, 31. 
O anúncio foi feito pelo deputado Paulo Pimenta, líder do PT na Câmara. ""Nesta segunda-feira tomaremos todas as medidas cabíveis contra a divulgação, por meios oficiais da Presidência da República, de um vídeo apócrifo exaltando um golpe que rasgou a Constituição, fechou o Parlamento e causou a morte e prisões ilegais de milhares de brasileiros"", disse Pimenta pelo Twitter.
""Ao divulgar tal vídeo, usando meios institucionais da Presidência, @jairbolsonaro violou o juramento de respeito à Constituição. Os responsáveis por tal medida terão que se explicar perante o Judiciário"", acrescentou o líder petista. 
Leia também reportagem agência Reuters sobre o assunto: 
Planalto usa canal oficial para divulgar vídeo em defesa da ditadura militar
BRASÍLIA (Reuters) -
 O Palácio do Planalto distribuiu neste domingo, através de um dos canais oficiais de WhatsApp da Presidência da República, um vídeo sem assinatura em defesa do golpe de Estado de 1964 e da ditadura militar.
O texto, sem assinatura, usa a mesma justificativa empregada pelo presidente Jair Bolsonaro para defender o golpe, a de que o Brasil ""caminhava para o comunismo"". No vídeo, com narrativa truncada, o narrador diz aos jovens para pesquisar o que realmente aconteceu e que 1964 era um tempo de ""medo e ameaças"" vindas do risco de comunismo.
""Foi aí, conclamado por jornais, rádios, TVs e principalmente pelo povo na rua —povo de verdade, pais, mães, igreja— que o Brasil lembrou que possuía o Exército nacional e apelou a ele. Foi só aí que a escuridão graças a Deus foi passando e fez-se a luz"", diz o narrador, não identificado, que acrescenta: ""O Exército nos salvou, o Exército. Não há como negar"".
A Secretaria de Comunicação da Previdência (Secom) confirmou à Reuters que o canal usado, um contato de WhatsApp criado ainda no governo do ex-presidente Michel Temer para distribuir notícias à população, é um número oficial do Planalto. No entanto, afirmou que o vídeo não é uma criação da Secom e a distribuição não foi uma ação oficial.
Perguntada sobre quem controlava atualmente o canal, a Secom não soube informar.
O mesmo vídeo foi publicado na manhã deste domingo pelo deputado Eduardo Bolsonaro (PSL-SP), filho do presidente, junto a uma sequência de outros vídeos em defesa da ditadura militar.
Na semana passada, Bolsonaro instruiu os comandos militares a voltarem a comemorar o 31 de março, dia em que os militares iniciaram o golpe de 1964 que derrubou o presidente João Goulart, iniciando os 21 anos de ditadura no país.
A posição do presidente, um defensor ardoroso do período militar, foi criticada por diversas entidades nacionais e internacionais, incluindo o Ministério Público e o relator especial sobre a promoção da verdade, justiça, reparação e garantias de não-repetição das Nações Unidas, Fabián Salvioli.
Diante das reações negativas, Bolsonaro recuou e afirmou que não se trataria de comemorar, mas de rememorar o 31 de março.
 ",poder,"
        PT anuncia medidas legais contra Bolsonaro por vídeo que celebra Ditadura
          ","O presidente Jair Bolsonaro deverá enfrentar medidas legais pelo fato do Palácio do Planalto ter divulgado pelo WhatsApp um vídeo em que exalta o Golpe Militar de 1964, que completa 55 anos neste domingo, 31; anúncio foi feito pelo deputado Paulo Pimenta, líder do PT na Câmara. ""Nesta segunda-feira tomaremos todas as medidas cabíveis contra a divulgação, por meios oficiais da Presidência da República, de um vídeo apócrifo exaltando um golpe que rasgou a Constituição, fechou o Parlamento e causou a morte e prisões ilegais de milhares de brasileiros"", disse Pimenta","31 de Março de 2019 às 21:07
            ",
247 –,https://www.brasil247.com/pt/247/economia/388896/Globo-detona-Bolsonaro-e-diz-que-ele-joga-contra-a-economia-do-Brasil.htm,editorial,economia,"
        Globo detona Bolsonaro e diz que ele joga contra a economia do Brasil
          ","""Potência agroexportadora, o Brasil vende para países árabes US$ 4,5 bilhões por ano apenas em carnes, principalmente de frango, abatido conforme ritual islâmico. É líder mundial neste mercado, que corre o risco de perder caso os árabes retaliem. Se isso acontecer, até 150 mil empregos diretos, em pequenas cidades do Sul, poderão ser perdidos"", aponta editorial do jornal O Globo, que critica a abertura de um escritório em Jerusalém. ""Faz falta o profissionalismo no Itamaraty"", conclui o texto","2 de Abril de 2019 às 06:05
            ",
247 -,https://www.brasil247.com/pt/247/economia/388885/OMS-prova-que-plano-de-Moro-de-baratear-cigarros-far%C3%A1-mal-%C3%A0-sa%C3%BAde-dos-brasileiros.htm," A proposta defendida pelo ministro da Justiça e Segurança Pública, Sérgio Moro, de reduzir o imposto sobre cigarros para combater o contrabando vai na direção contrária do que defendem especialistas e a própria Organização Mundial da Saúde (OMS). 
Moro defendeu sua proposta, argumentando que é muito difícil combater o contrabando. ""As fronteiras são muito porosas, muitas vezes as pessoas envolvidas no contrabando de cigarro não se sentem envolvidas em uma atividade ilegal"", afirmou o ministro, justificando a necessidade da criação do Grupo de Trabalho que vai elaborar um parecer sobre o assunto em 90 dias. 
A OMS afirma que os impostos sobre o tabaco são a forma mais efetiva de reduzir seu consumo, especialmente entre jovens e pessoas de baixa renda. Ao elevar o preço do cigarro em 10%, diminui-se o consumo em cerca de 4% nos países desenvolvidos e cerca de 5% nos países em desenvolvimento, como o Brasil.
Para Valeska Figueiredo, do Centro de Estudos sobre Tabaco e Saúde da Fiocruz, ouvida em reportagem da revista 
Exame
, de nada adianta migrar as pessoas do mercado ilegal de cigarros para o legal. ""Isso em nada ajuda na saúde, porque eles fazem mal da mesma forma. É importante manter o preço alto para inibir o consumo"", afirma a pesquisadora, reiterando que é a combustão do tabaco que causa o maior dano, pois produz substâncias que causam câncer.",economia,"
        OMS prova que plano de Moro de baratear cigarros fará mal à saúde dos brasileiros
          ","A proposta defendida pelo ministro da Justiça e Segurança Pública, Sérgio Moro, de reduzir o imposto sobre cigarros para combater o contrabando vai na direção contrária do que defendem especialistas e a própria Organização Mundial da Saúde; a OMS afirma que os impostos sobre o tabaco são a forma mais efetiva de reduzir seu consumo, especialmente entre jovens e pessoas de baixa renda; ao elevar o preço do cigarro em 10%, diminui-se o consumo em cerca de 4% nos países desenvolvidos e cerca de 5% nos países em desenvolvimento, como o Brasil","1 de Abril de 2019 às 20:47
            ",
247,https://www.brasil247.com/pt/247/poder/388490/Dilma-reage-duramente-contra-tentativa-de-revisar-anistia-hipocrisia.htm," - Presa e torturada durante o regime militar, a presidente deposta pelo golpe, Dilma Rousseff, publicou uma nota dura contra a ministra Damares Alves, que ameaça revisar a Comissão da Anistia. ""Trata-se de uma tentativa hipócrita, mas simplória, de dourar a pílula da arbitrariedade do governo Bolsonaro"", diz o texto. ""A pose de moralista da ministra e do governo não passa de um mal ajambrado biombo, cujo objetivo é ocultar sua adesão ao autoritarismo e ao desrespeito aos direitos humanos"", afirma ainda.
Damares tem anunciado mudanças na Comissão da Anistia, que é responsável pela concessão de indenizações a perseguidos políticos. O número de conselheiros do grupo crescerá de 20 para 27 e o novo regimento do órgão limita a uma vez o número de recursos contra decisões que negam os pedidos — atualmente, não há limite. ""Queremos entender se todos que precisavam da anistia foram alcançados ou se ficaram para trás. Vamos fazer também uma análise das indenizações que foram concedidas"", afirmou a ministra.
Leia abaixo a íntegra da nota: 
Dilma: ""Arbítrio oculto por biombos""
Por Dilma Rousseff
É inesgotável a capacidade da ministra da Mulher, da Família e dos Direitos Humanos de chocar o país com posições míopes e reacionárias. Notória por ações bizarras, que seriam cômicas se não fossem trágicas, a ministra decide agora mudar a composição da Comissão da Anistia.
Trata-se de uma tentativa hipócrita, mas simplória, de dourar a pílula da arbitrariedade do governo Bolsonaro. Como para eles não houve golpe nem ditadura militar a partir de 1964, não reconhecem, consequentemente, fundamento histórico, sentido civilizatório e dever moral e democrático na atuação legal da Comissão de Anistia. Daí ser mera consequência negar o direito às legítimas reparações que são devidas às vítimas atingidas pelo braço repressivo do terrorismo de Estado.
A pose de moralista da ministra e do governo não passa de um mal ajambrado biombo, cujo objetivo é ocultar sua adesão ao autoritarismo e ao desrespeito aos direitos humanos, que feriram o País por mais de 20 anos. A negativa quanto ao direito de indenização e a ridícula ameaça de uma auditoria são apenas mais um ato de quem renega a memória, a verdade e a história do Brasil. Ao assim proceder, perde todas as condições morais, éticas e políticas de julgar idoneamente pedidos de reparação de quem foi vítima da ação ditatorial praticada pela ditadura.
Pedi reparação da União por ter sido presa e torturada pela ditadura. Suspendi a ação quando era presidenta, por razões éticas, e a reapresentei ao ser destituída por um golpe. Não abro mão desta luta. O que é meu por direito não pode ser negado pela história e pela Justiça.
As indenizações por abusos cometidos contra mim em dependências de órgãos policiais estaduais eu as doei ao movimento 'Tortura Nunca Mais'. A ministra finge ignorar que a Comissão da Anistia da União, por ser posterior àquelas dos Estados, ao conceder reparação deduziu as indenizações já pagas.
Aceitar a existência de atos violentos e arbitrários a serem reparados significa confessar que o Brasil viveu sob uma ditadura, confessar que o regime exilou, prendeu, torturou e matou milhares de pessoas. Mais do que nunca, devemos continuar lutando para que não se repitam ditaduras, abertas ou ocultas por biombos.",poder,"
        Dilma reage duramente contra tentativa de revisar anistia: hipocrisia
          ","Presa e torturada durante o regime militar, a presidente deposta pelo golpe, Dilma Rousseff, publicou uma nota dura contra a ministra Damares Alves, que ameaça revisar a Comissão da Anistia; ""Trata-se de uma tentativa hipócrita, mas simplória, de dourar a pílula da arbitrariedade do governo Bolsonaro"", diz Dilma; ""A pose de moralista da ministra e do governo não passa de um mal ajambrado biombo, cujo objetivo é ocultar sua adesão ao autoritarismo e ao desrespeito aos direitos humanos"", afirma ainda; ""Não abro mão desta luta. O que é meu por direito não pode ser negado pela história e pela Justiça""","28 de Março de 2019 às 19:38
            ",
Agência Brasil - ,https://www.brasil247.com/pt/247/economia/388916/Para-agradar-EUA-Brasil-confirma-que-vai-abrir-m%C3%A3o-de-tratamento-especial-da-OMC.htm,"O governo do Brasil vai começar a abrir mão do tratamento especial e diferenciado (TED) em negociações na Organização Mundial do Comércio (OMC). A iniciativa, no entanto, não implica "" qualquer alteração ou redução da flexibilidade já existente no que respeita a certas regras dos acordos da OMC vigentes"", segundo o Ministério das Relações Exteriores.
Em nota divulgada hoje (1º), o Itamaraty informa que as negociações foram anunciadas durante o encontro dos presidentes Jair Bolsonaro e Donald Trump, em Washington (Estados Unidos), no último dia 19.
""A variedade das medidas de TED e o fato de que algumas delas valeram apenas por um período demonstram que o TED é dinâmico e evolutivo"", diz o texto do Itamaraty.
Conforme o ministério, a chamada flexilidade é resultado de ""extensas negociações no passado e não será rediscutida"", podendo variar, segundo acordos e o grau de desenvolvimento de grupos de países.
Acordos
A nota cita exemplos, como o Acordo sobre Salvaguardas, no qual os países em desenvolvimento, dependendo do nível de suas exportações, são isentos de salvaguardas aplicadas por parceiros comerciais.
Também menciona o Acordo de Agricultura por meio do qual um grupo de países em desenvolvimento é submetido a uma porcentagem maior de apoio doméstico à produção isento de compromissos de redução.
O texto cita também o Acordo Trips (sobre propriedade intelectual), que permitiu que os países em desenvolvimento obtivessem prazo adicional (já concluído) para a implementação de compromissos hoje válidos para todos os membros da OMC.
Pelo Acordo de Facilitação de Comércio, aqueles países puderam associar o cumprimento de obrigações a prazos e recebimento de assistência técnica. Esses benefícios e todos os demais previstos nos acordos vigentes se mantêm integralmente.
*Com informações de Jonas Valente, repórter da Agência Brasil em Brasília.",economia,"
        Para agradar EUA, Brasil confirma que vai abrir mão de tratamento especial da OMC
          ","Governo Blsonaro confirmou que o Brasil vai começar a abrir mão do tratamento especial e diferenciado (TED) em negociações na OMC; em nota divulgada ontem (1º), o Itamaraty informou que as negociações foram anunciadas durante o encontro dos presidentes Jair Bolsonaro e Donald Trump; Trump condicionou o apoio dos EUA à pretensão brasileira de ingressar na Organização para a Cooperação e Desenvolvimento Económico ou Econômico (OCDE) à renúncia do Brasil em continuar a receber tratamento especial na OMC","2 de Abril de 2019 às 08:44
            ",
247,https://www.brasil247.com/pt/247/economia/388923/Governo-atrasa-repasses-e-construtoras-do-MCMV-amea%C3%A7am-demitir-50-mil.htm," - Sob alegação de atrasos no repasse de pagamentos devidos pelo governo federal, construtoras que atuam no programa Minha Casa, Minha Vida avisaram ao Palácio do Planalto que vão começar a demitir trabalhadores. Empresários falam em dispensar até 50 mil empregados nos próximos dez dias. A dívida seria de R$ 450 milhões. De acordo com dados Câmara Brasileira da Indústria da Construção (CBIC), indicam que o Minha Casa, Minha Vida representa dois terços do mercado imobiliário brasileiro. O setor da construção chegou a empregar 3,4 milhões de pessoas, mas atualmente emprega 2 milhões. As informações são da 
coluna Painel
. 
O porta-voz do recado dos construtores foi o presidente da CBIC, José Carlos Martins, enviou mensagens aos ministros da Casa Civil, do Desenvolvimento Regional e da Economia informando que “não consegue mais segurar o pessoal”.
O Ministério do Desenvolvimento Regional informou que atrasos em janeiro e fevereiro foram consequênci9a de contingenciamentos, mas há esforço para antecipar limites para os próximos meses. ""Importante ressaltar que, desde o início do ano, o ministério liberou R$ 732 milhões para o programa"", diz nota da pasta. 
O órgão informou que não houve aviso formal de demissões, mas reconheceu que “tem recebido reclamações de pagamentos abaixo do necessário”.
 
 ",economia,"
        Governo atrasa repasses, e construtoras do MCMV ameaçam demitir 50 mil
          ","Sob alegação de atrasos no repasse de pagamentos devidos pelo governo federal, construtoras que atuam no programa Minha Casa, Minha Vida avisaram ao Planalto que vão começar a demitir trabalhadores; empresários falam em dispensar até 50 mil empregados nos próximos dez dias; a dívida seria de R$ 450 milhões","2 de Abril de 2019 às 09:00
            ",
247 - ,https://www.brasil247.com/pt/247/economia/388908/Brasil-amea%C3%A7a-com%C3%A9rcio-com-a-China-para-favorecer-EUA-nosso-concorrente-diz-Miriam-Leit%C3%A3o.htm,"A jornalista Miriam Leitão destaca que ""o governo Bolsonaro não tem uma política externa. Não a formulou ainda. O filho do presidente faz sombra ao chanceler, que se ocupa com revisões delirantes da História"". Para ela, na viagem que fez a Israel, Bolsonaro ""só está conseguindo desagradar todos os lados e ainda entrar na disputa eleitoral, sendo usado pelo primeiro-ministro Bibi Netanyahu"" e suas recentes declarações contra a China ""podem ter efeitos no comércio exterior. Os chineses falam pouco e mostram seu desagrado em ações concretas. O problema é que eles são grandes para nós. A China comprou 86% da soja que o Brasil exportou no ano passado e 50% de todas as vendas da Vale"", ressalta em sua coluna no jornal O Globo.
""Na cruzada mística do chanceler, o Brasil tem que se unir aos Estados Unidos para ""salvar a civilização cristã"" de ameaças como a China. No mundo real, onde as coisas acontecem e negócios são feitos, a China é o maior parceiro dos Estados Unidos e nosso competidor em vários produtos"", observa.
Além das ameças ao comércio internacional - a exemplo dos países árabes que ameaçam cortar as importações de carne brasileira, que chegam a US$ 4,5 bilhões (Leia no 
Brasil 247
)-, Miriam Leitão destaca que ""nos órgãos internacionais, o Brasil se isola e toma posições exóticas"". ""São ridículas as posições que o Brasil vem adotando em órgãos multilaterais. E isso sem falar nos delírios do ministro Ernesto Araújo com o tal ""esquerdismo"" de Hitler"", afirma.
Leia a 
íntegra
 da coluna. 
 ",economia,"
        Brasil ameaça comércio com a China para favorecer EUA, nosso concorrente, diz Miriam Leitão
          ","A jornalista Miriam Leitão destaca que ""o governo Bolsonaro não tem uma política externa"" e que após colocar sob ameaça as exportações de carne para os países árabes, que chegam a US$ 4,5 bilhões, as recentes declarações contra a China ""podem ter efeitos no comércio exterior"". ""Os chineses falam pouco e mostram seu desagrado em ações concretas. O problema é que eles são grandes para nós. A China comprou 86% da soja que o Brasil exportou no ano passado e 50% de todas as vendas da Vale"", ressalta","2 de Abril de 2019 às 08:04
            ",
